POSTNR	POSTSTAD	POSTNR- OG STAD	BRUKSOMRÅDE	FOLKETAL	BYDEL	KOMMNR	KOMMUNE	FYLKE	LAT	LON	DATAKVALITET	DATAKVALITETSFORKLARING	SIST OPPDATERT
8102	Skjerstad	8102 SKJERSTAD	Gate-/veg-adresse	204		1804	Bodø	Nordland	67.2327	15.0214	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:48
8103	Breivik i Salten	8103 BREIVIK I SALTEN	Gate-/veg-adresse	126		1804	Bodø	Nordland	67.2049	15.1643	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:48
8108	Misvær	8108 MISVÆR	Postboksar			1804	Bodø	Nordland	67.11599	15.00576	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:26
8110	Moldjord	8110 MOLDJORD	Gate-/veg-adresse	723		1839	Beiarn	Nordland	66.98876	14.75861	1	Koordinatane gjeld postkontoret	2018-10-04 01:02:48
8114	Tollå	8114 TOLLÅ	Gate-/veg-adresse	365		1839	Beiarn	Nordland	66.9189	14.7701	2	Koordinatane er retta av Erik Bolstad	2018-10-28 11:23:29
8118	Moldjord	8118 MOLDJORD	Postboksar			1839	Beiarn	Nordland	66.9888	14.7586	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
8120	Nygårdsjøen	8120 NYGÅRDSJØEN	Gate-/veg-adresse	368		1838	Gildeskål	Nordland	67.1132	14.3066	2	Koordinatane er retta av Erik Bolstad	2018-10-28 11:06:24
8128	Ytre Beiarn	8128 YTRE BEIARN	Gate-/veg-adresse	0		1839	Beiarn	Nordland	67.0727	14.5734	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:48
8130	Sandhornøy	8130 SANDHORNØY	Gate-/veg-adresse	342		1838	Gildeskål	Nordland	67.1233	14.0501	5	Koordinatane er retta av ein yr.no-brukar	2012-09-28 16:57:29
8134	SØRARNØY	8134 SØRARNØY	Postboksar			1838	Gildeskål	Nordland	67.13448	13.96985	6	Usikker plassering	2018-10-03 18:51:28
8135	Sørarnøy	8135 SØRARNØY	Gate-/veg-adresse	206		1838	Gildeskål	Nordland	67.13448	13.96985	1	Koordinatane gjeld postkontoret	2018-10-03 21:21:13
8136	Nordarnøy	8136 NORDARNØY	Gate-/veg-adresse	37		1838	Gildeskål	Nordland	67.1559	14.0018	3	Koordinatane er kontrollerte av ein yr.no-brukar	2012-09-28 16:57:29
8138	Inndyr	8138 INNDYR	Postboksar			1838	Gildeskål	Nordland	67.0357	14.025	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
8140	Inndyr	8140 INNDYR	Gate-/veg-adresse	866		1838	Gildeskål	Nordland	67.0338	14.0276	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:48
8145	Storvik	8145 STORVIK	Gate-/veg-adresse	187		1838	Gildeskål	Nordland	66.9628	13.8084	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:48
8146	Reipå	8146 REIPÅ	Gate-/veg-adresse	694		1837	Meløy	Nordland	66.9100	13.6364	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:49
8147	Støtt (ikkje i bruk)	8147 STØTT (ikkje i bruk)	Historisk			1837	Meløy	Nordland	66.9244	13.449	6	Usikker plassering	2018-10-04 02:10:27
8149	Neverdal	8149 NEVERDAL	Gate-/veg-adresse	746		1837	Meløy	Nordland	66.83496	13.77393	1	Koordinatane gjeld postkontoret	2013-09-19 21:18:41
8150	Ørnes	8150 ØRNES	Gate-/veg-adresse	1899		1837	Meløy	Nordland	66.8727	13.7073	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:49
8151	Ørnes	8151 ØRNES	Postboksar			1837	Meløy	Nordland	66.87359	13.70805	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:26
8157	Meløy	8157 MELØY	Gate-/veg-adresse	202		1837	Meløy	Nordland	66.8232	13.4093	5	Koordinatane er retta av ein yr.no-brukar	2012-09-28 16:57:29
8158	Bolga	8158 BOLGA	Gateadresser og postboksar	109		1837	Meløy	Nordland	66.80492	13.23512	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:26
8159	Støtt	8159 STØTT	Gateadresser og postboksar	33		1837	Meløy	Nordland	66.9244	13.449	3	Koordinatane er kontrollerte av ein yr.no-brukar	2012-09-28 16:57:29
8160	Glomfjord	8160 GLOMFJORD	Gate-/veg-adresse	1193		1837	Meløy	Nordland	66.8166	13.944	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:49
8161	Glomfjord	8161 GLOMFJORD	Postboksar			1837	Meløy	Nordland	66.81636	13.94433	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:59
8163	Neverdal (ikkje i bruk)	8163 NEVERDAL (ikkje i bruk)	Historisk			1837	Meløy	Nordland	66.83496	13.77393	6	Usikker plassering	2018-10-04 02:10:27
8168	Engavågen	8168 ENGAVÅGEN	Postboksar			1837	Meløy	Nordland	66.77984	13.53443	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:59
8170	Engavågen	8170 ENGAVÅGEN	Gate-/veg-adresse	861		1837	Meløy	Nordland	66.7783	13.5325	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:49
8171	Svartisen gård (ikkje i bruk)	8171 SVARTISEN GÅRD (ikkje i bruk)	Gate-/veg-adresse			1837	Meløy	Nordland	66.7070	13.7214	2	Koordinatane er retta av Erik Bolstad	2018-10-03 16:30:31
8174	Meløy (ikkje i bruk)	8174 MELØY (ikkje i bruk)	Historisk			1837	Meløy	Nordland	66.8232	13.4093	6	Usikker plassering	2018-10-04 02:10:27
8177	Bolga (ikkje i bruk)	8177 BOLGA (ikkje i bruk)	Historisk			1837	Meløy	Nordland	66.80492	13.23512	6	Usikker plassering	2018-10-04 02:10:27
8178	Halsa	8178 HALSA	Gate-/veg-adresse	802		1837	Meløy	Nordland	66.74321	13.55665	1	Koordinatane gjeld postkontoret	2018-10-04 01:02:49
8179	HALSA	8179 HALSA	Postboksar			1837	Meløy	Nordland	66.74321	13.55665	6	Usikker plassering	2018-10-03 18:51:28
8180	Rødøy (ikkje i bruk)	8180 RØDØY (ikkje i bruk)	Historisk			1836	Rødøy	Nordland	66.6586	13.0757	6	Usikker plassering	2018-10-04 02:10:27
8181	Myken	8181 MYKEN	Gate-/veg-adresse	24		1836	Rødøy	Nordland	66.7611	12.4804	3	Koordinatane er kontrollerte av ein yr.no-brukar	2018-10-03 21:21:14
8182	Melfjordbotn	8182 MELFJORDBOTN	Gate-/veg-adresse	9		1836	Rødøy	Nordland	66.5156	13.6786	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
8183	VÅGAHOLMEN	8183 VÅGAHOLMEN	Postboksar			1836	Rødøy	Nordland	66.71039	13.27566	6	Usikker plassering	2018-10-03 18:52:58
8184	Ågskardet	8184 ÅGSKARDET	Gate-/veg-adresse	106		1837	Meløy	Nordland	66.7193	13.4706	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:49
8185	Vågaholmen	8185 VÅGAHOLMEN	Gate-/veg-adresse	131		1836	Rødøy	Nordland	66.71039	13.27566	1	Koordinatane gjeld postkontoret	2018-10-04 01:02:49
8186	Tjongsfjorden	8186 TJONGSFJORDEN	Gate-/veg-adresse	284		1836	Rødøy	Nordland	66.6964	13.4234	3	Koordinatane er kontrollerte av ein yr.no-brukar	2018-10-04 01:02:49
8187	Jektvik	8187 JEKTVIK	Gateadresser og postboksar	203		1836	Rødøy	Nordland	66.62614	13.29219	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:26
8188	Nordvernes	8188 NORDVERNES	Gate-/veg-adresse	57		1836	Rødøy	Nordland	66.668	13.2514	5	Koordinatane er retta av ein yr.no-brukar	2018-10-04 01:02:49
8189	Gjersvikgrenda	8189 GJERSVIKGRENDA	Gate-/veg-adresse	5		1836	Rødøy	Nordland	66.5314	13.0401	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
8190	Sørfjorden	8190 SØRFJORDEN	Gateadresser og postboksar	31		1836	Rødøy	Nordland	66.4963	13.2971	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:13:03
8192	Melfjordbotn (ikkje i bruk)	8192 MELFJORDBOTN (ikkje i bruk)	Historisk			1836	Rødøy	Nordland	66.5156	13.6786	6	Usikker plassering	2018-10-04 02:10:27
8193	Rødøy	8193 RØDØY	Gateadresser og postboksar	177		1836	Rødøy	Nordland	66.6586	13.0757	5	Koordinatane er retta av ein yr.no-brukar	2012-09-28 16:57:29
8194	Jektvik (ikkje i bruk)	8194 JEKTVIK (ikkje i bruk)	Historisk			1836	Rødøy	Nordland	66.62614	13.29219	6	Usikker plassering	2018-10-04 02:10:27
8195	Gjerøy	8195 GJERØY	Gate-/veg-adresse	81		1836	Rødøy	Nordland	66.6164	13.0118	5	Koordinatane er retta av ein yr.no-brukar	2018-10-04 01:02:49
8196	Selsøyvik	8196 SELSØYVIK	Gate-/veg-adresse	38		1836	Rødøy	Nordland	66.5732	12.98	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:49
8197	Storselsøy	8197 STORSELSØY	Gate-/veg-adresse	47		1836	Rødøy	Nordland	66.5569	12.8574	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:49
8198	Nordnesøy	8198 NORDNESØY	Gate-/veg-adresse	121		1836	Rødøy	Nordland	66.5963	12.6547	5	Koordinatane er retta av ein yr.no-brukar	2018-10-04 01:02:49
8199	Myken (ikkje i bruk)	8199 MYKEN (ikkje i bruk)	Historisk			1836	Rødøy	Nordland	66.7611	12.4804	6	Usikker plassering	2018-10-04 02:10:27
8200	Fauske	8200 FAUSKE	Gate-/veg-adresse	1768		1841	Fauske	Nordland	67.2608	15.3994	2	Koordinatane er retta av Erik Bolstad	2018-10-22 23:05:19
8201	Fauske	8201 FAUSKE	Postboksar			1841	Fauske	Nordland	67.25861	15.39459	1	Koordinatane gjeld postkontoret	2018-10-04 01:02:49
8202	Fauske	8202 FAUSKE	Postboksar			1841	Fauske	Nordland	67.25516	15.43236	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:59
8203	Fauske	8203 FAUSKE	Postboksar			1841	Fauske	Nordland	67.25516	15.43236	6	Usikker plassering	2013-09-17 10:49:15
8205	Fauske	8205 FAUSKE	Postboksar			1841	Fauske	Nordland	67.2588	15.3918	2	Koordinatane er retta av Erik Bolstad	2018-10-11 02:13:42
8206	Fauske	8206 FAUSKE	Gate-/veg-adresse	1398		1841	Fauske	Nordland	67.2558	15.359	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:52:17
8207	Fauske	8207 FAUSKE	Gate-/veg-adresse	723		1841	Fauske	Nordland	67.2644	15.377	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:56:23
8208	Fauske	8208 FAUSKE	Gate-/veg-adresse	437		1841	Fauske	Nordland	67.2677	15.3892	2	Koordinatane er retta av Erik Bolstad	2018-10-22 23:06:18
8209	Fauske	8209 FAUSKE	Gate-/veg-adresse	1477		1841	Fauske	Nordland	67.267	15.4186	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:56:43
8210	Fauske	8210 FAUSKE	Gate-/veg-adresse	549		1841	Fauske	Nordland	67.2554	15.4338	2	Koordinatane er retta av Erik Bolstad	2018-10-22 23:03:21
8211	Fauske	8211 FAUSKE	Gate-/veg-adresse	554		1841	Fauske	Nordland	67.2345	15.4932	2	Koordinatane er retta av Erik Bolstad	2018-10-28 01:58:02
8214	Fauske	8214 FAUSKE	Gate-/veg-adresse	276		1841	Fauske	Nordland	67.2701	15.2498	2	Koordinatane er retta av Erik Bolstad	2018-10-22 23:04:29
8215	Valnesfjord	8215 VALNESFJORD	Gate-/veg-adresse	1309		1841	Fauske	Nordland	67.2965	15.1642	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:49
8218	Fauske	8218 FAUSKE	Gate-/veg-adresse	222		1841	Fauske	Nordland	67.3236	15.4462	2	Koordinatane er retta av Erik Bolstad	2018-10-28 02:01:45
8219	Fauske	8219 FAUSKE	Gate-/veg-adresse	205		1841	Fauske	Nordland	67.3081	15.4943	2	Koordinatane er retta av Erik Bolstad	2018-10-28 01:58:12
8220	Røsvik	8220 RØSVIK	Gate-/veg-adresse	346		1845	Sørfold	Nordland	67.4781	15.4617	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:50:15
8226	Straumen	8226 STRAUMEN	Gate-/veg-adresse	1210		1845	Sørfold	Nordland	67.3477	15.6049	2	Koordinatane er retta av Erik Bolstad	2013-09-17 14:08:09
8230	Sulitjelma	8230 SULITJELMA	Gate-/veg-adresse	655		1841	Fauske	Nordland	67.133	16.0766	2	Koordinatane er retta av Erik Bolstad	2018-10-28 11:22:11
8231	Sulitjelma	8231 SULITJELMA	Postboksar			1841	Fauske	Nordland	67.1344	16.0622	5	Koordinatane er retta av ein yr.no-brukar	2018-10-03 20:24:06
8232	Straumen	8232 STRAUMEN	Postboksar			1845	Sørfold	Nordland	67.34650	15.59301	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:13
8233	Valnesfjord	8233 VALNESFJORD	Postboksar			1841	Fauske	Nordland	67.2995	15.1861	2	Koordinatane er retta av Erik Bolstad	2012-09-28 16:55:30
8250	Rognan	8250 ROGNAN	Gate-/veg-adresse	3540		1840	Saltdal	Nordland	67.0953	15.3878	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:49
8251	Rognan	8251 ROGNAN	Postboksar			1840	Saltdal	Nordland	67.10207	15.39358	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:59
8252	Rognan	8252 ROGNAN	Gate-/veg-adresse			1840	Saltdal	Nordland	67.0953	15.3878			2019-09-24 01:33:13
8253	Rognan	8253 ROGNAN	Gate-/veg-adresse			1840	Saltdal	Nordland	67.0953	15.3878			2019-09-24 01:33:13
8255	Røkland	8255 RØKLAND	Gate-/veg-adresse	1131		1840	Saltdal	Nordland	66.9877	15.3168	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:49
8256	Røkland	8256 RØKLAND	Postboksar			1840	Saltdal	Nordland	66.98388	15.31785	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:59
8260	Innhavet	8260 INNHAVET	Gate-/veg-adresse	297		1875	Hamarøy	Nordland	67.9629	15.9282	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:17
8261	Innhavet	8261 INNHAVET	Postboksar			1875	Hamarøy	Nordland	67.96302	15.92837	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:07
8264	Engan	8264 ENGAN	Gate-/veg-adresse	250		1845	Sørfold	Nordland	67.5848	15.8139	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:49
8266	Mørsvikbotn	8266 MØRSVIKBOTN	Gate-/veg-adresse	136		1845	Sørfold	Nordland	67.7111	15.8471	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:49
8270	Drag	8270 DRAG	Gate-/veg-adresse	758		1875	Hamarøy	Nordland	68.0446	16.0796	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:17
8271	Drag	8271 DRAG	Postboksar			1875	Hamarøy	Nordland	68.04395	16.08022	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:07
8273	Nevervik	8273 NEVERVIK	Gate-/veg-adresse	3		1875	Hamarøy	Nordland	68.1224	16.1062	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:17
8274	Musken	8274 MUSKEN	Gate-/veg-adresse	45		1875	Hamarøy	Nordland	67.8909	16.2091	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:17
8275	Storjord i Tysfjord	8275 STORJORD I TYSFJORD	Gate-/veg-adresse	216		1875	Hamarøy	Nordland	68.206	16.0824	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:17
8276	Ulvsvåg	8276 ULVSVÅG	Gate-/veg-adresse	314		1875	Hamarøy	Nordland	68.1156	15.8667	5	Koordinatane er retta av ein yr.no-brukar	2020-02-19 01:12:17
8278	Storå	8278 STORÅ	Gate-/veg-adresse			1806	Narvik	Nordland	68.0728	16.3897	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:22
8280	Kjøpsvik (ikkje i bruk)	8280 KJØPSVIK (ikkje i bruk)	Historisk			1806	Narvik	Nordland	68.097	16.3742	6	Usikker plassering	2020-02-19 01:28:56
8281	Leinesfjord	8281 LEINESFJORD	Postboksar			1848	Steigen	Nordland	67.77514	15.01632	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:59
8283	Leinesfjord	8283 LEINESFJORD	Gate-/veg-adresse	562		1848	Steigen	Nordland	67.7755	15.0154	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
8284	Musken (ikkje i bruk)	8284 MUSKEN (ikkje i bruk)	Historisk			1875	Hamarøy	Nordland	67.8909	16.2091	6	Usikker plassering	2020-02-19 01:28:56
8285	Leines	8285 LEINES	Gate-/veg-adresse	507		1848	Steigen	Nordland	67.7317	14.7725	2	Koordinatane er retta av Erik Bolstad	2018-10-28 11:34:30
8286	Nordfold	8286 NORDFOLD	Gate-/veg-adresse	474		1848	Steigen	Nordland	67.7643	15.2423	5	Koordinatane er retta av ein yr.no-brukar	2012-09-28 16:57:29
8287	ENGELØYA	8287 ENGELØYA	Postboksar			1848	Steigen	Nordland	67.92637	15.01147	6	Usikker plassering	2018-10-03 18:52:58
8288	Bogøy	8288 BOGØY	Gate-/veg-adresse	419		1848	Steigen	Nordland	67.8977	15.1831	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
8289	Engeløya	8289 ENGELØYA	Gate-/veg-adresse	651		1848	Steigen	Nordland	67.92637	15.01147	1	Koordinatane gjeld postkontoret	2018-10-11 02:33:59
8290	Skutvik	8290 SKUTVIK	Gate-/veg-adresse	384		1875	Hamarøy	Nordland	68.0168	15.3276	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:17
8291	Skutvik (ikkje i bruk)	8291 SKUTVIK (ikkje i bruk)	Postboksar			1875	Hamarøy	Nordland	68.01472	15.33434	1	Koordinatane gjeld postkontoret	2020-02-19 01:28:58
8294	Hamarøy	8294 HAMARØY	Gate-/veg-adresse	657		1875	Hamarøy	Nordland	68.0852	15.6031	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:17
8297	Tranøy	8297 TRANØY	Gate-/veg-adresse	117		1875	Hamarøy	Nordland	68.1819	15.6637	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:18
8298	Hamarøy	8298 HAMARØY	Postboksar			1875	Hamarøy	Nordland	68.0853	15.6108	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:07
8300	Svolvær	8300 SVOLVÆR	Gate-/veg-adresse	4423		1865	Vågan	Nordland	68.2322	14.5645	5	Koordinatane er retta av ein yr.no-brukar	2018-10-04 01:02:49
8301	Svolvær	8301 SVOLVÆR	Postboksar			1865	Vågan	Nordland	68.23502	14.56247	1	Koordinatane gjeld postkontoret	2018-10-04 01:02:49
8305	Svolvær	8305 SVOLVÆR	Postboksar			1865	Vågan	Nordland	68.2356	14.5632	5	Koordinatane er retta av ein yr.no-brukar	2018-10-03 21:21:14
8309	Kabelvåg	8309 KABELVÅG	Postboksar	0		1865	Vågan	Nordland	68.20937	14.47743	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:26
8310	Kabelvåg	8310 KABELVÅG	Gate-/veg-adresse	2508		1865	Vågan	Nordland	68.2101	14.4777	5	Koordinatane er retta av ein yr.no-brukar	2018-10-04 01:02:49
8311	Henningsvær	8311 HENNINGSVÆR	Postboksar			1865	Vågan	Nordland	68.15338	14.20175	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:26
8312	Henningsvær	8312 HENNINGSVÆR	Gate-/veg-adresse	450		1865	Vågan	Nordland	68.1548	14.2035	5	Koordinatane er retta av ein yr.no-brukar	2013-09-17 14:08:09
8313	Kleppstad	8313 KLEPPSTAD	Gate-/veg-adresse	358		1865	Vågan	Nordland	68.2554	14.2729	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
8314	Gimsøysand	8314 GIMSØYSAND	Gate-/veg-adresse	198		1865	Vågan	Nordland	68.3207	14.2413	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
8315	Laukvik	8315 LAUKVIK	Gate-/veg-adresse	476		1865	Vågan	Nordland	68.3896	14.4237	5	Koordinatane er retta av ein yr.no-brukar	2018-10-04 01:02:49
8316	Laupstad	8316 LAUPSTAD	Gate-/veg-adresse	277		1865	Vågan	Nordland	68.3573	14.7232	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:49
8317	Strønstad	8317 STRØNSTAD	Gate-/veg-adresse	151		1866	Hadsel	Nordland	68.4348	14.7412	5	Koordinatane er retta av ein yr.no-brukar	2012-09-28 16:57:29
8320	Skrova	8320 SKROVA	Gateadresser og postboksar	206		1865	Vågan	Nordland	68.167	14.6609	3	Koordinatane er kontrollerte av ein yr.no-brukar	2018-10-04 01:02:49
8322	Brettesnes	8322 BRETTESNES	Gate-/veg-adresse	23		1865	Vågan	Nordland	68.2356	14.847	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:49
8323	Storfjell	8323 STORFJELL	Gate-/veg-adresse	3		1865	Vågan	Nordland	68.3286	15.1873	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
8324	Digermulen	8324 DIGERMULEN	Gate-/veg-adresse	157		1865	Vågan	Nordland	68.3132	14.9872	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:49
8325	Tengelfjord	8325 TENGELFJORD	Gate-/veg-adresse	52		1866	Hadsel	Nordland	68.4202	15.1592	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
8326	Myrland	8326 MYRLAND	Gate-/veg-adresse	19		1866	Hadsel	Nordland	68.4588	15.0571	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
8328	Stormolla	8328 STORMOLLA	Gate-/veg-adresse	18		1865	Vågan	Nordland	68.2824	14.9328	2	Koordinatane er retta av Erik Bolstad	2018-10-22 21:54:13
8329	Storfjell (ikkje i bruk)	8329 STORFJELL (ikkje i bruk)	Historisk			1865	Vågan	Nordland	68.3286	15.1873	6	Usikker plassering	2018-10-04 02:10:27
8330	Henningsvær (ikkje i bruk)	8330 HENNINGSVÆR (ikkje i bruk)	Historisk			1865	Vågan	Nordland	68.15338	14.20175	6	Usikker plassering	2018-10-04 02:10:27
8333	Kleppstad (ikkje i bruk)	8333 KLEPPSTAD (ikkje i bruk)	Historisk			1865	Vågan	Nordland	68.2554	14.2729	6	Usikker plassering	2018-10-04 02:10:27
8335	Gimsøysand (ikkje i bruk)	8335 GIMSØYSAND (ikkje i bruk)	Historisk			1865	Vågan	Nordland	68.3207	14.2413	6	Usikker plassering	2018-10-04 02:10:27
8340	Stamsund	8340 STAMSUND	Gate-/veg-adresse	1406		1860	Vestvågøy	Nordland	68.1301	13.8493	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:49
8341	Stamsund (ikkje i bruk)	8341 STAMSUND (ikkje i bruk)	Historisk			1860	Vestvågøy	Nordland	68.1301	13.8493	6	Usikker plassering	2018-10-04 02:10:27
8352	Sennesvik	8352 SENNESVIK	Gate-/veg-adresse	147		1860	Vestvågøy	Nordland	68.1123	13.7081	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:49
8357	Valberg	8357 VALBERG	Gate-/veg-adresse	180		1860	Vestvågøy	Nordland	68.1949	13.9403	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:49
8360	Bøstad	8360 BØSTAD	Gate-/veg-adresse	1670		1860	Vestvågøy	Nordland	68.2376	13.7461	2	Koordinatane er retta av Erik Bolstad	2018-10-28 11:32:46
8361	BØSTAD	8361 BØSTAD	Postboksar			1860	Vestvågøy	Nordland	68.23763	13.74612	6	Usikker plassering	2018-10-03 18:51:28
8370	Leknes	8370 LEKNES	Gate-/veg-adresse	4259		1860	Vestvågøy	Nordland	68.1482	13.6116	5	Koordinatane er retta av ein yr.no-brukar	2018-10-04 01:02:40
8372	Gravdal	8372 GRAVDAL	Gate-/veg-adresse	2066		1860	Vestvågøy	Nordland	68.1183	13.5534	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:49
8373	Ballstad	8373 BALLSTAD	Gate-/veg-adresse	1041		1860	Vestvågøy	Nordland	68.07109	13.53909	1	Koordinatane gjeld postkontoret	2018-10-04 01:02:49
8374	BALLSTAD	8374 BALLSTAD	Postboksar			1860	Vestvågøy	Nordland	68.07109	13.53909	6	Usikker plassering	2018-10-03 18:51:28
8375	Leknes (ikkje i bruk)	8375 LEKNES (ikkje i bruk)	Fleire bruksområde			1860	Vestvågøy	Nordland	68.1475	13.6115	2	Koordinatane er retta av Erik Bolstad	2013-11-01 10:29:01
8376	Leknes	8376 LEKNES	Postboksar			1860	Vestvågøy	Nordland	68.14747	13.60749	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:59
8377	Gravdal	8377 GRAVDAL	Postboksar			1860	Vestvågøy	Nordland	68.11958	13.54717	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:59
8378	Stamsund	8378 STAMSUND	Postboksar			1860	Vestvågøy	Nordland	68.13035	13.84886	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:59
8380	Ramberg	8380 RAMBERG	Gate-/veg-adresse	535		1859	Flakstad	Nordland	68.0876	13.2279	5	Koordinatane er retta av ein yr.no-brukar	2018-10-04 01:02:49
8382	Napp	8382 NAPP	Gate-/veg-adresse	507		1859	Flakstad	Nordland	68.1332	13.4303	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:49
8384	Sund i Lofoten	8384 SUND I LOFOTEN	Gate-/veg-adresse	102		1859	Flakstad	Nordland	68.0063	13.2089	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:49
8387	Fredvang	8387 FREDVANG	Gate-/veg-adresse	216		1859	Flakstad	Nordland	68.0863	13.1634	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:49
8388	Ramberg	8388 RAMBERG	Postboksar			1859	Flakstad	Nordland	68.08909	13.22826	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:59
8390	Reine	8390 REINE	Gate-/veg-adresse	507		1874	Moskenes	Nordland	67.931	13.0909	5	Koordinatane er retta av ein yr.no-brukar	2018-10-04 01:02:49
8392	Sørvågen	8392 SØRVÅGEN	Gate-/veg-adresse	613		1874	Moskenes	Nordland	67.8894	13.0160	2	Koordinatane er retta av Erik Bolstad	2018-10-04 01:02:49
8393	Sørvågen	8393 SØRVÅGEN	Postboksar			1874	Moskenes	Nordland	67.89414	13.02981	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:59
8398	Reine	8398 REINE	Postboksar			1874	Moskenes	Nordland	67.9408	13.0964	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
8400	Sortland	8400 SORTLAND	Gate-/veg-adresse	9885		1870	Sortland	Nordland	68.6945	15.4087	2	Koordinatane er retta av Erik Bolstad	2018-10-22 23:05:45
8401	Sortland	8401 SORTLAND	Postboksar			1870	Sortland	Nordland	68.69579	15.41674	1	Koordinatane gjeld postkontoret	2018-10-04 01:02:49
8402	Sortland	8402 SORTLAND	Gate-/veg-adresse			1870	Sortland	Nordland	68.7004	15.3992	2	Koordinatane er retta av Erik Bolstad	2018-10-22 23:05:09
8403	Sortland	8403 SORTLAND	Gate-/veg-adresse			1870	Sortland	Nordland	68.6845	15.3937	2	Koordinatane er retta av Erik Bolstad	2018-10-22 23:06:11
8404	Sortland	8404 SORTLAND	Gate-/veg-adresse			1870	Sortland	Nordland	68.6554	15.3084	2	Koordinatane er retta av Erik Bolstad	2018-10-22 23:05:06
